ID	Name	URL	Year	Author	Domain	Venue
565	Hypertext and Link Analysis	http://web.stanford.edu/class/cs276/handouts/lecture17-linkanalysis-one-per-page.pdf	2017	Christopher Manning	ir	Stanford University
566	Evaluation	http://web.stanford.edu/class/cs276/handouts/lecture8-evaluation_2014-one-per-page.pdf	2017	Christopher Manning	ir	Stanford University
567	Document Ingestion,Tokenization, Stemming and Lemmatization	http://web.stanford.edu/class/cs276/handouts/lecture2-dictionary-handout-1-per.pdf	2017	Christopher Manning	ir	Stanford University
568	Evaluation	http://web.stanford.edu/class/cs276/handouts/lecture8-evaluation-handout-1-per.pdf	2017	Christopher Manning	ir	Stanford University
569	Efficient Scoring	http://web.stanford.edu/class/cs276/handouts/lecture10-efficient-scoring-one-per-page.pdf	2017	Christopher Manning	ir	Stanford University
570	Text Classification 1	http://web.stanford.edu/class/cs276/handouts/lecture12-textcat-6up.pdf	2017	Christopher Manning	ir	Stanford University
571	Information Retrieval: Lecture Introduction	http://web.stanford.edu/class/cs276/handouts/lecture1-intro-handout-6-per.pdf	2017	Christopher Manning	ir	Stanford University
572	Index Construction	http://web.stanford.edu/class/cs276/handouts/lecture4-indexconstruction-handout-6-per.pdf	2017	Christopher Manning	ir	Stanford University
573	TF-IDF	http://web.stanford.edu/class/cs276/handouts/lecture6-tfidf-handout-1-per.pdf	2017	Christopher Manning	ir	Stanford University
574	Web Crawling	http://web.stanford.edu/class/cs276/handouts/lecture18-crawling-6-per-page.pdf	2017	Christopher Manning	ir	Stanford University
575	Personalization	http://web.stanford.edu/class/cs276/handouts/personalization-lecture-1-per-page.pdf	2017	Christopher Manning	ir	Stanford University
576	SVMs	http://web.stanford.edu/class/cs276/handouts/lecture13-SVMs-6up.pdf	2017	Christopher Manning	ir	Stanford University
577	Tolerant Retrieval	http://web.stanford.edu/class/cs276/handouts/lecture3-tolerant-retrieval-handout-1-per.pdf	2017	Christopher Manning	ir	Stanford University
578	Evaluation	http://web.stanford.edu/class/cs276/handouts/lecture8-evaluation-handout-6-per.pdf	2017	Christopher Manning	ir	Stanford University
579	Personalization	http://web.stanford.edu/class/cs276/handouts/personalization-lecture-6-per-page.pdf	2017	Christopher Manning	ir	Stanford University
580	Index Construction	http://web.stanford.edu/class/cs276/handouts/lecture4-indexconstruction-handout-1-per.pdf	2017	Christopher Manning	ir	Stanford University
581	Distributed representations	http://web.stanford.edu/class/cs276/handouts/lecture20-distributed-representations.pdf	2017	Christopher Manning	ir	Stanford University
582	BM25, BM25F, and User Behavior	http://web.stanford.edu/class/cs276/handouts/lecture12-bm25etc-6up.pdf	2017	Christopher Manning	ir	Stanford University
583	Learning Ranking	http://web.stanford.edu/class/cs276/handouts/lecture14-learning-ranking-6up.pdf	2017	Christopher Manning	ir	Stanford University
584	Introduction to Information Retrieval	http://web.stanford.edu/class/cs276/handouts/lecture12-bm25etc.pdf	2017	Christopher Manning	ir	Stanford University
585	TF-IDF	http://web.stanford.edu/class/cs276/handouts/lecture6-tfidf-handout-6-per.pdf	2017	Christopher Manning	ir	Stanford University
586	Document Ingestion,Tokenization, Stemming and Lemmatization	http://web.stanford.edu/class/cs276/handouts/lecture2-dictionary-handout-6-per.pdf	2017	Christopher Manning	ir	Stanford University
587	Learning Ranking	http://web.stanford.edu/class/cs276/handouts/lecture14-learning-ranking.pdf	2017	Christopher Manning	ir	Stanford University
588	Evaluation	http://web.stanford.edu/class/cs276/handouts/lecture8-evaluation_2014-six-per-page.pdf	2017	Christopher Manning	ir	Stanford University
589	Web Crawling	http://web.stanford.edu/class/cs276/handouts/lecture18-crawling-1-per-page.pdf	2017	Christopher Manning	ir	Stanford University
590	Spell Correction	http://web.stanford.edu/class/cs276/handouts/spell_correction.pdf	2017	Christopher Manning	ir	Stanford University
591	SVMs	http://web.stanford.edu/class/cs276/handouts/lecture13-SVMs.pdf	2017	Christopher Manning	ir	Stanford University
592	Scoring and results assembly	http://web.stanford.edu/class/cs276/handouts/lecture7-vectorspace-6per.pdf	2017	Christopher Manning	ir	Stanford University
593	Ranking problem	http://web.stanford.edu/class/cs276/handouts/lecture5-compression-handout-1-per.pdf	2017	Christopher Manning	ir	Stanford University
594	Probabilistic Information Retrieval	http://web.stanford.edu/class/cs276/handouts/lecture11-probir.pdf	2017	Christopher Manning	ir	Stanford University
595	Web-QA	http://web.stanford.edu/class/cs276/handouts/lecture19-Web-QA-6up.pdf	2017	Christopher Manning	ir	Stanford University
596	Spell Correction	http://web.stanford.edu/class/cs276/handouts/spell_correction-6up.pdf	2017	Christopher Manning	ir	Stanford University
597	Web-QA	http://web.stanford.edu/class/cs276/handouts/lecture19-Web-QA.pdf	2017	Christopher Manning	ir	Stanford University
598	Scoring and results assembly	http://web.stanford.edu/class/cs276/handouts/lecture7-vectorspace-1per.pdf	2017	Christopher Manning	ir	Stanford University
599	Dictionaries and Tolerant Retrieval	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/03dict.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
600	Hierarchical Clustering	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/17hier.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
601	Probabilistic Information Retrieval	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/11prob.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
602	Learning to Rank	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/15ltr.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
603	Link Analysis	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/21link.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
604	Flat Clustering	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/16flat.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
605	Index Construction	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/04const.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
606	Vector Space Classification	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/14vcat.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
607	The term vocabulary and postings lists	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/02voc.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
608	Latent Semantic Indexing	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/18lsi.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
609	Language Models for IR	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/12model.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
610	Scores in a Complete Search System	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/07system.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
611	Relevance Feedback & Query Expansion	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/09expand.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
612	Index Compression	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/05comp.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
613	Crawling	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/20crawl.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
614	Recap Clustering: Introduction	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/16flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
615	XML Retrieval	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/10xml.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
616	Scoring, Term Weighting, The Vector Space Model	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/06score.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
617	Support Vector Machines	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/15svm.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
618	Evaluation & Result Summaries	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/08eval.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
619	Text Classification & Naive Bayes	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/13bayes.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
620	Web Search	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/19web.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
621	Boolean Retrieval	http://www.cis.lmu.de/~hs/teach/14s/ir/pdf/01intro.flat.pdf	2014	Hinrich Sch¨utze	ir	University of Munich
622	Translation without bilingual parallel corpora	http://mt-class.org/penn/slides/20-translation-without-parallel-corpora.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
623	Syntax-based Translation Part 1: Re-ordering for Phrase-based translation	http://mt-class.org/penn/slides/13-reordering-phrase-based-mt.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
624	Decoding and Inference with Syntactic Translation Models	http://mt-class.org/penn/slides/15-decoding-and-inference.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
625	Harvesting Parallel Documents from the Web	http://mt-class.org/penn/slides/16-harvesting-parallel-corpora.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
626	Course Wrap Up Machine Translation	http://mt-class.org/penn/slides/26-course-wrapup.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
627	Learning and Generating Paraphrases	http://mt-class.org/penn/slides/guest-lecture-wei-xu.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
628	Human Ranking of Machine Translation	http://mt-class.org/penn/slides/guest-lecture-matt-post.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
629	Trees and Forests in Machine Translation	http://mt-class.org/penn/slides/guest-lecture-liang-huang.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
630	Large-scale Paraphrasing for Natural Language Generation	http://mt-class.org/penn/slides/18-paraphrasing.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
631	CRF Word Alignment & Noisy Channel Translation Machine Translation	http://mt-class.org/penn/slides/6-discriminative_alignment.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
632	Faster Decoding for Phrases and Syntax	http://mt-class.org/penn/slides/guest-lecture-kenneth-heafield.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
633	Phrase-Based Machine Translation	http://mt-class.org/penn/slides/7-phrase-based-mt.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
634	Quality Estimation	http://mt-class.org/penn/slides/guest-lecture-christian-buck.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
635	Phrase-Based Machine Translation	http://mt-class.org/penn/slides/8-phrase-based-mt-part2.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
636	Crowdsourcing Translation	http://mt-class.org/penn/slides/17-crowdsourcing-translation.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
637	Introduction to Probability and Statistics	http://mt-class.org/penn/slides/2-probability.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
638	Lexical Translation Models 1	http://mt-class.org/penn/slides/4-lexical_translation.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
639	Machine Translation	http://mt-class.org/penn/slides/1-intro.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
640	Discriminative Training part 2	http://mt-class.org/penn/slides/12-discriminative-training-part2.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
641	Language Models Machine Translation	http://mt-class.org/penn/slides/3-lm.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
642	Discriminative Training	http://mt-class.org/penn/slides/11-discriminative-training.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
643	Syntax-based Translation Part 2	http://mt-class.org/penn/slides/14-synchronous-context-free-grammars.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
644	Evaluating translation quality part 1	http://mt-class.org/penn/slides/9-evaluating-translation-quality.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
645	Lexical Translation Models	http://mt-class.org/penn/slides/5-lexical_translation2.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
646	Evaluating translation quality part 2	http://mt-class.org/penn/slides/10-evaluating-translation-quality-2.pdf		Chris Callison-Burch	nlp	Johns Kopkins University
647	Representing Words	https://uclanlp.github.io/CS269-17/slides/CS269-06.pdf	2017	Kai-Wei Chang	nlp	GitHub
648	Learning to Search	https://uclanlp.github.io/CS269-17/slides/CS269-08.pdf	2017	Kai-Wei Chang	nlp	GitHub
649	Multi-Class Classification	https://uclanlp.github.io/CS269-17/slides/CS269-03.pdf	2017	Kai-Wei Chang	nlp	GitHub
650	Structured Prediction Models	https://uclanlp.github.io/CS269-17/slides/CS269-04.pdf	2017	Kai-Wei Chang	nlp	GitHub
651	Binary Classification	https://uclanlp.github.io/CS269-17/slides/CS269-02.pdf	2017	Kai-Wei Chang	nlp	GitHub
652	Introduction to NLP	https://uclanlp.github.io/CS269-17/slides/CS269-01.pdf	2017	Kai-Wei Chang	nlp	GitHub
653	Language Structure: Grammar	https://uclanlp.github.io/CS269-17/slides/CS269-07.pdf	2017	Kai-Wei Chang	nlp	GitHub
654	Semantic Parsing	https://uclanlp.github.io/CS269-17/slides/CS269-09.pdf	2017	Kai-Wei Chang	nlp	GitHub
655	Representation Learning	https://uclanlp.github.io/CS269-17/slides/CS269-05.pdf	2017	Kai-Wei Chang	nlp	GitHub
656	Final Project	https://uclanlp.github.io/CS269-17/slides/CS269-Project.pdf	2017	Kai-Wei Chang	nlp	GitHub
657	Log-Linear Models for Tagging (Maximum-entropy Markov Models)	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/loglinear-tagging-slides.pdf	2018	Michael Collins,	nlp	Columbia University
658	Tagging Problems, and Hidden Markov Models	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/tagging.pdf	2018	Michael Collins,	nlp	Columbia University
659	Probabilistic Context-Free Grammars	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/parsing2.pdf	2018	Michael Collins,	nlp	Columbia University
660	Log-Linear Models for History-Based Parsing	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/loglinear-historybasedparsing.pdf	2018	Michael Collins,	nlp	Columbia University
661	Word Embeddings in Feedforward Networks, Tagging and Dependency Parsing using Feedforward Networks	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/ff3-slides.pdf	2018	Michael Collins,	nlp	Columbia University
662	The IBM Translation Models	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/mt2.pdf	2018	Michael Collins,	nlp	Columbia University
663	Lexicalized Probabilistic Context-Free Grammars	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/parsing3.pdf	2018	Michael Collins,	nlp	Columbia University
664	Language Modeling	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/lmslides.pdf	2018	Michael Collins,	nlp	Columbia University
665	Log-Linear Models	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/loglinear-slides.pdf	2018	Michael Collins,	nlp	Columbia University
666	Recurrent Networks, and Attention for Statistical Machine Translation	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/lstm2-slides.pdf	2018	Michael Collins,	nlp	Columbia University
667	Parsing, and Context-Free Grammars	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/parsing1.pdf	2018	Michael Collins,	nlp	Columbia University
668	Feedforward Neural Networks	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/ff-slides.pdf	2018	Michael Collins,	nlp	Columbia University
669	Computational Graphs, Backpropagation	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/ff2-slides.pdf	2018	Michael Collins,	nlp	Columbia University
670	Weaknesses of Probabilistic Context-Free Grammars	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/parsing2.2.pdf	2018	Michael Collins,	nlp	Columbia University
671	Recurrent Networks, and LSTMs, for NLP	http://www.cs.columbia.edu/~mcollins/cs4705-spring2018/slides/lstm1-slides.pdf	2018	Michael Collins,	nlp	Columbia University
672	Introduction and Course Administration	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L01_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
673	The Complexity of Human Language Informatics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L27_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
674	LL(1) grammars: summary Fixing problems with grammars	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L13_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
675	Agreement, Types and Natural Language Semantics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L25_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
676	Morphology parsing	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L15_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
677	Pushdown automata	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L10_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
678	Types and Static Type Checking	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L14_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
679	Lexing Verication of concurrent systems Lexing and other applications	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L07_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
680	Phrase Structure and Parsing as Search Informatics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L19_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
681	Fun with weighted FSTs Informatics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L18_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
682	What Is Inf2a about?	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L02_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
683	An Earley Parsing Example	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/earley-example.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
684	Context-sensitive languages	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L29_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
685	CKY Algorithm	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L20_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
686	Part-of-Speech Tagging Informatics	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L17_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
687	Generating parse tables	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L12_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
688	Earley Parsing	http://www.inf.ed.ac.uk/teaching/courses/inf2a/slides2017/inf2a_L21_slides.pdf	2017	Shay Cohen	nlp	The University of Edinburgh
